suicides/100k pop,"Unemployment, total (% of total labor force) ",Average annual working hours per worker,Gini index (World Bank estimate),"Health expenditure, total (% of GDP)",Life satisfaction in Cantril Ladder (World Happiness Report 2021),UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total,Single (never married),Married,Widowed and not remarried,Married but separated,Total surveyed for marital
1.46,5.68,2371.2124,45.6,6.35054774,,,30731,31376,16308,30092,294619
1.33,5.68,2371.2124,45.6,6.35054774,,,73306,56708,2576,23127,373067
1.23,5.68,2371.2124,45.6,6.35054774,,,,,,,
0.58,5.68,2371.2124,45.6,6.35054774,,,20838,5122,47023,11353,146186
0.51,5.68,2371.2124,45.6,6.35054774,,,,,,,
21.57,5.33,2362.2837,45.7,7.13212144,,,,,,,
18.2,5.33,2362.2837,45.7,7.13212144,,,,,,,
15.86,5.33,2362.2837,45.7,7.13212144,,,,,,,
14.22,5.33,2362.2837,45.7,7.13212144,,,7129,60010,12031,6303,96616
12.22,5.33,2362.2837,45.7,7.13212144,,,168983,3096,43,191,175655
2.65,5.33,2362.2837,45.7,7.13212144,,,,,,,
2.36,5.33,2362.2837,45.7,7.13212144,,,,,,,
1.8,5.33,2362.2837,45.7,7.13212144,,,140348,10689,71,1486,163314
1.17,5.33,2362.2837,45.7,7.13212144,,,,,,,
0.97,5.33,2362.2837,45.7,7.13212144,,,,,,,
0.56,5.33,2362.2837,45.7,7.13212144,,,14873,37804,41371,6170,106093
0.51,5.33,2362.2837,45.7,7.13212144,,,,,,,
17.92,5.9,2376.1733,47.7,6.83088785,,,,,,,
17.16,5.9,2376.1733,47.7,6.83088785,,,,,,,
15.35,5.9,2376.1733,47.7,6.83088785,,,,,,,
14.72,5.9,2376.1733,47.7,6.83088785,,,,,,,
12.94,5.9,2376.1733,47.7,6.83088785,,,,,,,
2.32,5.9,2376.1733,47.7,6.83088785,,,,,,,
1.98,5.9,2376.1733,47.7,6.83088785,,,,,,,
1.34,5.9,2376.1733,47.7,6.83088785,,,,,,,
1.08,5.9,2376.1733,47.7,6.83088785,,,,,,,
0.25,5.9,2376.1733,47.7,6.83088785,,,,,,,
0,5.9,2376.1733,47.7,6.83088785,,,,,,,
0,5.9,2376.1733,47.7,6.83088785,,,,,,,
16.89,5.08,2367.5845,47.4,7.12411021,,,3848,20548,8551,2002,38424
16.62,5.08,2367.5845,47.4,7.12411021,,,52673,265577,2222,12879,422041
16.41,5.08,2367.5845,47.4,7.12411021,,,91908,127089,215,5852,292784
14.46,5.08,2367.5845,47.4,7.12411021,,,312180,24912,61,1963,370240
13.07,5.08,2367.5845,47.4,7.12411021,,,14941,102782,7263,7901,156928
3.6,5.08,2367.5845,47.4,7.12411021,,,64829,151834,1212,11448,299706
2.15,5.08,2367.5845,47.4,7.12411021,,,7153,10184,24241,1726,45617
1.97,5.08,2367.5845,47.4,7.12411021,,,249649,55998,194,4893,364551
1.56,5.08,2367.5845,47.4,7.12411021,,,22648,79523,31549,12659,165417
1.07,5.08,2367.5845,47.4,7.12411021,,,59804,248428,11403,28806,437664
0.25,5.08,2367.5845,47.4,7.12411021,,,,,,,
0.24,5.08,2367.5845,47.4,7.12411021,,,,,,,
18.63,5.92,2335.0432,51.5,7.24688126,,,,,,,
14.35,5.92,2335.0432,51.5,7.24688126,,,,,,,
12.75,5.92,2335.0432,51.5,7.24688126,,,,,,,
11.48,5.92,2335.0432,51.5,7.24688126,,,,,,,
8.51,5.92,2335.0432,51.5,7.24688126,,,,,,,
2.93,5.92,2335.0432,51.5,7.24688126,,,,,,,
2.47,5.92,2335.0432,51.5,7.24688126,,,,,,,
2.04,5.92,2335.0432,51.5,7.24688126,,,,,,,
1.66,5.92,2335.0432,51.5,7.24688126,,,,,,,
0.96,5.92,2335.0432,51.5,7.24688126,,,,,,,
0.25,5.92,2335.0432,51.5,7.24688126,,,,,,,
0,5.92,2335.0432,51.5,7.24688126,,,,,,,
20.19,6.33,2362.696,51.8,8.22565685,,,,,,,
17.45,6.33,2362.696,51.8,8.22565685,,,,,,,
17.06,6.33,2362.696,51.8,8.22565685,,,,,,,
15.07,6.33,2362.696,51.8,8.22565685,,,,,,,
13.98,6.33,2362.696,51.8,8.22565685,,,,,,,
4.84,6.33,2362.696,51.8,8.22565685,,,,,,,
2.58,6.33,2362.696,51.8,8.22565685,,,,,,,
1.81,6.33,2362.696,51.8,8.22565685,,,,,,,
1.43,6.33,2362.696,51.8,8.22565685,,,,,,,
0.96,6.33,2362.696,51.8,8.22565685,,,,,,,
0.25,6.33,2362.696,51.8,8.22565685,,,,,,,
0,6.33,2362.696,51.8,8.22565685,,,,,,,
31.18,6.56,2356.135,49.3,8.44923734,,,,,,,
18.62,6.56,2356.135,49.3,8.44923734,,,17815,147962,17297,14032,221604
17.99,6.56,2356.135,49.3,8.44923734,,,56595,303903,2148,18049,479036
17.55,6.56,2356.135,49.3,8.44923734,,,102564,111679,423,11918,290039
15.78,6.56,2356.135,49.3,8.44923734,,,367947,20662,0,3977,421129
7.38,6.56,2356.135,49.3,8.44923734,,,297833,49225,163,11530,408585
2.88,6.56,2356.135,49.3,8.44923734,,,73738,137199,1107,16806,300148
2.15,6.56,2356.135,49.3,8.44923734,,,66368,292538,13930,48804,529957
1.37,6.56,2356.135,49.3,8.44923734,,,31994,106581,71836,21300,250750
0.5,6.56,2356.135,49.3,8.44923734,,,,,,,
0.48,6.56,2356.135,49.3,8.44923734,,,,,,,
0,6.56,2356.135,49.3,8.44923734,,,,,,,
20.06,6.39,2375.4021,48.3,7.79839004,,,,,,,
19.19,6.39,2375.4021,48.3,7.79839004,,,,,,,
18.84,6.39,2375.4021,48.3,7.79839004,,,,,,,
17.01,6.39,2375.4021,48.3,7.79839004,,,,,,,
11.43,6.39,2375.4021,48.3,7.79839004,,,,,,,
3.15,6.39,2375.4021,48.3,7.79839004,,,,,,,
3.11,6.39,2375.4021,48.3,7.79839004,,,,,,,
2.63,6.39,2375.4021,48.3,7.79839004,,,,,,,
2.29,6.39,2375.4021,48.3,7.79839004,,,,,,,
1.77,6.39,2375.4021,48.3,7.79839004,,,,,,,
0.76,6.39,2375.4021,48.3,7.79839004,,,,,,,
0.48,6.39,2375.4021,48.3,7.79839004,,,,,,,
18.48,6.57,2357.8464,47.5,7.73973795,,,,,,,
15.34,6.57,2357.8464,47.5,7.73973795,,,,,,,
14.77,6.57,2357.8464,47.5,7.73973795,,,,,,,
10.85,6.57,2357.8464,47.5,7.73973795,,,,,,,
8.73,6.57,2357.8464,47.5,7.73973795,,,,,,,
3.58,6.57,2357.8464,47.5,7.73973795,,,,,,,
2.97,6.57,2357.8464,47.5,7.73973795,,,,,,,
2.17,6.57,2357.8464,47.5,7.73973795,,,,,,,
0.84,6.57,2357.8464,47.5,7.73973795,,,,,,,
0.51,6.57,2357.8464,47.5,7.73973795,,,,,,,
0.49,6.57,2357.8464,47.5,7.73973795,,,,,,,
0,6.57,2357.8464,47.5,7.73973795,,,,,,,
22.7,5.74,2365.613,49.4,7.8231858,7.082,,67007,314517,3565,24202,519291
18.32,5.74,2365.613,49.4,7.8231858,7.082,,105856,107494,364,9788,296282
15.62,5.74,2365.613,49.4,7.8231858,7.082,,26600,238036,38617,18974,371326
15.33,5.74,2365.613,49.4,7.8231858,7.082,,414023,20265,357,3208,477041
10.36,5.74,2365.613,49.4,7.8231858,7.082,,,,,,
4.54,5.74,2365.613,49.4,7.8231858,7.082,,345582,45828,195,13326,474010
3.21,5.74,2365.613,49.4,7.8231858,7.082,,,,,,
3.03,5.74,2365.613,49.4,7.8231858,7.082,,74637,138167,1402,25831,319978
2.54,5.74,2365.613,49.4,7.8231858,7.082,,63658,303696,18268,60170,566644
2.43,5.74,2365.613,49.4,7.8231858,7.082,,50765,170325,145023,33313,435612
1.47,5.74,2365.613,49.4,7.8231858,7.082,,,,,,
1.28,5.74,2365.613,49.4,7.8231858,7.082,,,,,,
16.3,4.49,2392.5747,49.3,8.36985934,7.432,,73700,317723,3280,24085,537842
15.49,4.49,2392.5747,49.3,8.36985934,7.432,,121561,98389,345,12979,312258
13.03,4.49,2392.5747,49.3,8.36985934,7.432,,16919,138364,10045,13258,212356
11.09,4.49,2392.5747,49.3,8.36985934,7.432,,395905,15469,0,3147,451471
7.9,4.49,2392.5747,49.3,8.36985934,7.432,,4196,33783,13141,4083,59315
5,4.49,2392.5747,49.3,8.36985934,7.432,,343074,35442,64,10903,451349
3.26,4.49,2392.5747,49.3,8.36985934,7.432,,87851,132518,651,25988,337223
1.6,4.49,2392.5747,49.3,8.36985934,7.432,,72606,309432,17828,59967,588879
1.17,4.49,2392.5747,49.3,8.36985934,7.432,,28421,115982,40888,24885,238437
0.26,4.49,2392.5747,49.3,8.36985934,7.432,,,,,,
0.25,4.49,2392.5747,49.3,8.36985934,7.432,,,,,,
0,4.49,2392.5747,49.3,8.36985934,7.432,,9612,17091,41146,3633,73829
17.97,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
12.46,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
12.19,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
10.79,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
7.55,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
2.94,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
2.24,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
1.88,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
1.75,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
1.73,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
0.52,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
0.25,4.78,2397.8833,48.6,9.00515369,6.851,,,,,,
16.57,7.71,2354.2432,50.6,9.68658882,7.615,,145205,97361,261,12939,342564
15.05,7.71,2354.2432,50.6,9.68658882,7.615,,81195,317085,2382,28320,559560
12.17,7.71,2354.2432,50.6,9.68658882,7.615,,423959,13535,0,4108,483275
12.12,7.71,2354.2432,50.6,9.68658882,7.615,,18654,162518,8975,14549,250717
10.83,7.71,2354.2432,50.6,9.68658882,7.615,,4438,39152,13488,3546,65574
2.81,7.71,2354.2432,50.6,9.68658882,7.615,,107022,125009,1758,28487,363220
2.73,7.71,2354.2432,50.6,9.68658882,7.615,,334209,36517,87,9506,448237
2.23,7.71,2354.2432,50.6,9.68658882,7.615,,75822,323554,15697,65403,625323
1.81,7.71,2354.2432,50.6,9.68658882,7.615,,33442,128004,44387,32314,275859
0.8,7.71,2354.2432,50.6,9.68658882,7.615,,,,,,
0.25,7.71,2354.2432,50.6,9.68658882,7.615,,,,,,
0,7.71,2354.2432,50.6,9.68658882,7.615,,9878,18944,43458,4328,79845
19.92,7.17,2249.2654,48.2,9.65747228,7.271,,146772,98849,42,8745,337561
18.24,7.17,2249.2654,48.2,9.65747228,7.271,,81357,310741,3582,21806,554209
13.09,7.17,2249.2654,48.2,9.65747228,7.271,,19577,169059,9769,14263,262384
12.09,7.17,2249.2654,48.2,9.65747228,7.271,,4049,35902,15272,3095,63681
9.52,7.17,2249.2654,48.2,9.65747228,7.271,,402232,13759,0,2881,453152
3.29,7.17,2249.2654,48.2,9.65747228,7.271,,108341,126663,2320,20989,357389
2.7,7.17,2249.2654,48.2,9.65747228,7.271,,77962,311257,15219,59028,607419
2.47,7.17,2249.2654,48.2,9.65747228,7.271,,349674,32984,588,5696,452537
1.74,7.17,2249.2654,48.2,9.65747228,7.271,,40081,143517,46569,26222,300315
1.29,7.17,2249.2654,48.2,9.65747228,7.271,,,,,,
0,7.17,2249.2654,48.2,9.65747228,7.271,,,,,,
0,7.17,2249.2654,48.2,9.65747228,7.271,,10044,18510,45938,3260,81719
18.95,10.14,2289.8872,48.7,9.72939981,7.229,,136667,100146,282,7214,344724
14.82,10.14,2289.8872,48.7,9.72939981,7.229,,5518,32242,11725,2623,58076
14.42,10.14,2289.8872,48.7,9.72939981,7.229,,76417,283799,2553,17747,515930
14.01,10.14,2289.8872,48.7,9.72939981,7.229,,23048,152498,8617,10388,239501
12.38,10.14,2289.8872,48.7,9.72939981,7.229,,348858,13312,100,1975,405214
4.95,10.14,2289.8872,48.7,9.72939981,7.229,,302138,31322,309,4850,410442
2.67,10.14,2289.8872,48.7,9.72939981,7.229,,37941,125503,39179,18370,263286
2.33,10.14,2289.8872,48.7,9.72939981,7.229,,83492,284198,12648,36784,558058
2.15,10.14,2289.8872,48.7,9.72939981,7.229,,110412,130337,1354,14792,366597
1.31,10.14,2289.8872,48.7,9.72939981,7.229,,,,,,
1.29,10.14,2289.8872,48.7,9.72939981,7.229,,10526,17678,36854,2539,72054
0.55,10.14,2289.8872,48.7,9.72939981,7.229,,,,,,
15.7,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
14.18,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
13.83,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
13.45,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
12.57,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
2.62,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
2.48,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
1.92,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
1.85,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
1.33,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
0.83,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
0,9.78,2242.5991,48.6,9.55968402,7.272,20.98714066,,,,,
18.97,8.77,2156.5581,49.3,9.4665247,7.158,,182698,79456,8076,101,359988
18,8.77,2156.5581,49.3,9.4665247,7.158,,4788,46688,2497,14483,77831
15.79,8.77,2156.5581,49.3,9.4665247,7.158,,30731,200875,13977,9557,307187
13.49,8.77,2156.5581,49.3,9.4665247,7.158,,100876,299386,31097,3462,577251
11.47,8.77,2156.5581,49.3,9.4665247,7.158,,395073,9419,404,0,435165
2.85,8.77,2156.5581,49.3,9.4665247,7.158,,147703,106836,684,15836,375712
2.1,8.77,2156.5581,49.3,9.4665247,7.158,,98901,325743,15537,52227,648670
1.99,8.77,2156.5581,49.3,9.4665247,7.158,,356025,21149,155,4769,431771
1.61,8.77,2156.5581,49.3,9.4665247,7.158,,,,,,
1.53,8.77,2156.5581,49.3,9.4665247,7.158,,49511,161150,60612,34721,367746
1.18,8.77,2156.5581,49.3,9.4665247,7.158,,15686,26623,63818,5423,118487
0.28,8.77,2156.5581,49.3,9.4665247,7.158,,,,,,
14.2,9.06,2135.5332,48.6,9.31311229,7.247,,27811,214307,11193,19133,323887
12.32,9.06,2135.5332,48.6,9.31311229,7.247,,100744,303404,3183,30487,583686
12.19,9.06,2135.5332,48.6,9.31311229,7.247,,182405,82347,0,13858,374261
10.33,9.06,2135.5332,48.6,9.31311229,7.247,,405995,9784,0,3807,449991
8.61,9.06,2135.5332,48.6,9.31311229,7.247,,3161,46432,16613,4499,80132
3.06,9.06,2135.5332,48.6,9.31311229,7.247,,132988,111063,1362,31326,385293
3,9.06,2135.5332,48.6,9.31311229,7.247,,334917,19337,36,12253,422969
2.26,9.06,2135.5332,48.6,9.31311229,7.247,,10050,28882,62750,5150,112859
1.75,9.06,2135.5332,48.6,9.31311229,7.247,,87229,327274,16062,68935,658030
1.47,9.06,2135.5332,48.6,9.31311229,7.247,,50394,171863,59065,39792,381234
0.85,9.06,2135.5332,48.6,9.31311229,7.247,,,,,,
0.81,9.06,2135.5332,48.6,9.31311229,7.247,,,,,,
104.76,9.92,1923.7113,,6.74396895,,,,,,,
51.65,9.92,1923.7113,,6.74396895,,,,,,,
34.26,9.92,1923.7113,,6.74396895,,,,,,,
26.39,9.92,1923.7113,,6.74396895,,,,,,,
24.99,9.92,1923.7113,,6.74396895,,,,,,,
21.86,9.92,1923.7113,,6.74396895,,,,,,,
18.2,9.92,1923.7113,,6.74396895,,,,,,,
10,9.92,1923.7113,,6.74396895,,,,,,,
6,9.92,1923.7113,,6.74396895,,,,,,,
5.28,9.92,1923.7113,,6.74396895,,,,,,,
1.83,9.92,1923.7113,,6.74396895,,,,,,,
0.32,9.92,1923.7113,,6.74396895,,,,,,,
99.86,9.68,1923.6965,,7.00520024,,,,,,,
69.52,9.68,1923.6965,,7.00520024,,,,,,,
37.6,9.68,1923.6965,,7.00520024,,,,,,,
27.68,9.68,1923.6965,,7.00520024,,,,,,,
26.31,9.68,1923.6965,,7.00520024,,,,,,,
25.71,9.68,1923.6965,,7.00520024,,,,,,,
22.12,9.68,1923.6965,,7.00520024,,,,,,,
10.92,9.68,1923.6965,,7.00520024,,,,,,,
6.51,9.68,1923.6965,,7.00520024,,,,,,,
6,9.68,1923.6965,,7.00520024,,,,,,,
1.57,9.68,1923.6965,,7.00520024,,,,,,,
0.99,9.68,1923.6965,,7.00520024,,,,,,,
88.44,9.71,1923.7584,,5.7929835,,,,,,,
68.05,9.71,1923.7584,,5.7929835,,,,,,,
37.39,9.71,1923.7584,,5.7929835,,,,,,,
37.29,9.71,1923.7584,,5.7929835,,,,,,,
22.73,9.71,1923.7584,,5.7929835,,,,,,,
17.58,9.71,1923.7584,,5.7929835,,,,,,,
17.23,9.71,1923.7584,,5.7929835,,,,,,,
9.74,9.71,1923.7584,,5.7929835,,,,,,,
8.43,9.71,1923.7584,,5.7929835,,,,,,,
5.24,9.71,1923.7584,,5.7929835,,,,,,,
0.93,9.71,1923.7584,,5.7929835,,,,,,,
0.65,9.71,1923.7584,,5.7929835,,,,,,,
107.88,11.39,1923.6672,,6.58691214,,,,,,,
70.42,11.39,1923.6672,,6.58691214,,,,,,,
40.09,11.39,1923.6672,,6.58691214,,,,,,,
29.72,11.39,1923.6672,,6.58691214,,,,,,,
27.14,11.39,1923.6672,,6.58691214,,,,,,,
25.35,11.39,1923.6672,,6.58691214,,,,,,,
19.56,11.39,1923.6672,,6.58691214,,,,,,,
12.57,11.39,1923.6672,,6.58691214,,,,,,,
5.31,11.39,1923.6672,,6.58691214,,,,,,,
4.66,11.39,1923.6672,,6.58691214,,,,,,,
0.94,11.39,1923.6672,,6.58691214,,,,,,,
0.66,11.39,1923.6672,,6.58691214,,,,,,,
104.48,13.56,1923.6639,,7.24325614,,,,,,,
57.06,13.56,1923.6639,,7.24325614,,,,,,,
41.09,13.56,1923.6639,,7.24325614,,,,,,,
27.89,13.56,1923.6639,,7.24325614,,,,,,,
26.79,13.56,1923.6639,,7.24325614,,,,,,,
25.02,13.56,1923.6639,,7.24325614,,,,,,,
22.48,13.56,1923.6639,,7.24325614,,,,,,,
11.58,13.56,1923.6639,,7.24325614,,,,,,,
4.93,13.56,1923.6639,,7.24325614,,,,,,,
4.08,13.56,1923.6639,,7.24325614,,,,,,,
1.55,13.56,1923.6639,,7.24325614,,,,,,,
0.33,13.56,1923.6639,,7.24325614,,,,,,,
104.05,16.06,1922.1008,,7.66469802,,,,,,,
60.37,16.06,1922.1008,,7.66469802,,,,,,,
43.51,16.06,1922.1008,,7.66469802,,,,,,,
34.58,16.06,1922.1008,,7.66469802,,,,,,,
23.13,16.06,1922.1008,,7.66469802,,,,,,,
19.54,16.06,1922.1008,,7.66469802,,,,,,,
18.83,16.06,1922.1008,,7.66469802,,,,,,,
11.04,16.06,1922.1008,,7.66469802,,,,,,,
3.65,16.06,1922.1008,,7.66469802,,,,,,,
3.08,16.06,1922.1008,,7.66469802,,,,,,,
0.97,16.06,1922.1008,,7.66469802,,,,,,,
0,16.06,1922.1008,,7.66469802,,,,,,,
92.08,15.82,1923.392,,7.16206455,,,2096,,20598,,72765
54.07,15.82,1923.392,,7.16206455,,,19929,,33463,,421683
36.01,15.82,1923.392,,7.16206455,,,97225,,5892,,641519
25.01,15.82,1923.392,,7.16206455,,,10354,,121286,,163943
24.28,15.82,1923.392,,7.16206455,,,141373,,217,,296586
19.17,15.82,1923.392,,7.16206455,,,25862,,182933,,526940
17.83,15.82,1923.392,,7.16206455,,,294343,,59,,308415
8.72,15.82,1923.392,,7.16206455,,,48526,,37491,,642506
5.8,15.82,1923.392,,7.16206455,,,82280,,2353,,293342
3.04,15.82,1923.392,,7.16206455,,,252858,,149,,295822
1.13,15.82,1923.392,,7.16206455,,,,,,,
0.4,15.82,1923.392,,7.16206455,,,,,,,
107.97,15.05,1923.6655,,6.19018539,,,,,,,
52.93,15.05,1923.6655,,6.19018539,,,,,,,
31.29,15.05,1923.6655,,6.19018539,,,,,,,
30.73,15.05,1923.6655,,6.19018539,,,,,,,
27.56,15.05,1923.6655,,6.19018539,,,,,,,
17.19,15.05,1923.6655,,6.19018539,,,,,,,
16.6,15.05,1923.6655,,6.19018539,,,,,,,
8.31,15.05,1923.6655,,6.19018539,,,,,,,
7.15,15.05,1923.6655,,6.19018539,,,,,,,
4.39,15.05,1923.6655,,6.19018539,,,,,,,
0,15.05,1923.6655,,6.19018539,,,,,,,
0,15.05,1923.6655,,6.19018539,,,,,,,
97.56,13.92,1924.7465,,6.34665765,,,,,,,
55.65,13.92,1924.7465,,6.34665765,,,,,,,
35.04,13.92,1924.7465,,6.34665765,,,,,,,
22.07,13.92,1924.7465,,6.34665765,,,,,,,
20.75,13.92,1924.7465,,6.34665765,,,,,,,
18.63,13.92,1924.7465,,6.34665765,,,,,,,
16.76,13.92,1924.7465,,6.34665765,,,,,,,
7.22,13.92,1924.7465,,6.34665765,,,,,,,
3.4,13.92,1924.7465,,6.34665765,,,,,,,
3.07,13.92,1924.7465,,6.34665765,,,,,,,
1.14,13.92,1924.7465,,6.34665765,,,,,,,
0.4,13.92,1924.7465,,6.34665765,,,,,,,
125.28,13.66,1926.585,,6.55583737,,,,,,,
52.46,13.66,1926.585,,6.55583737,,,,,,,
33.21,13.66,1926.585,,6.55583737,,,,,,,
23.17,13.66,1926.585,,6.55583737,,,,,,,
19.52,13.66,1926.585,,6.55583737,,,,,,,
16.36,13.66,1926.585,,6.55583737,,,,,,,
10.26,13.66,1926.585,,6.55583737,,,,,,,
9.87,13.66,1926.585,,6.55583737,,,,,,,
5.73,13.66,1926.585,,6.55583737,,,,,,,
4.82,13.66,1926.585,,6.55583737,,,,,,,
1.16,13.66,1926.585,,6.55583737,,,,,,,
0.4,13.66,1926.585,,6.55583737,,,,,,,
85.1,12.6,1926.5166,,6.89409977,,,,,,,
56.55,12.6,1926.5166,,6.89409977,,,,,,,
35.28,12.6,1926.5166,,6.89409977,,,,,,,
23.61,12.6,1926.5166,,6.89409977,,,,,,,
18.95,12.6,1926.5166,,6.89409977,,,,,,,
14.22,12.6,1926.5166,,6.89409977,,,,,,,
13.09,12.6,1926.5166,,6.89409977,,,,,,,
10.5,12.6,1926.5166,,6.89409977,,,,,,,
8.35,12.6,1926.5166,,6.89409977,,,,,,,
3.14,12.6,1926.5166,,6.89409977,,,,,,,
0.78,12.6,1926.5166,,6.89409977,,,,,,,
0,12.6,1926.5166,,6.89409977,,,,,,,
81.48,11.13,1928.6445,,6.95312104,,,,,,,
40.41,11.13,1928.6445,,6.95312104,,,,,,,
32.36,11.13,1928.6445,,6.95312104,,,,,,,
24.26,11.13,1928.6445,,6.95312104,,,,,,,
18.7,11.13,1928.6445,,6.95312104,,,,,,,
16.85,11.13,1928.6445,,6.95312104,,,,,,,
16.67,11.13,1928.6445,,6.95312104,,,,,,,
10.4,11.13,1928.6445,,6.95312104,,,,,,,
3.9,11.13,1928.6445,,6.95312104,,,,,,,
1.98,11.13,1928.6445,,6.95312104,,,,,,,
0.79,11.13,1928.6445,,6.95312104,,,,,,,
0.42,11.13,1928.6445,,6.95312104,,,,,,,
83.61,9.91,1930.6725,,7.44334788,5.821,,,,,,
46.4,9.91,1930.6725,,7.44334788,5.821,,,,,,
31.05,9.91,1930.6725,,7.44334788,5.821,,,,,,
21.99,9.91,1930.6725,,7.44334788,5.821,,,,,,
16.66,9.91,1930.6725,,7.44334788,5.821,,,,,,
15.74,9.91,1930.6725,,7.44334788,5.821,,,,,,
11.75,9.91,1930.6725,,7.44334788,5.821,,,,,,
7,9.91,1930.6725,,7.44334788,5.821,,,,,,
3.97,9.91,1930.6725,,7.44334788,5.821,,,,,,
3.62,9.91,1930.6725,,7.44334788,5.821,,,,,,
0.85,9.91,1930.6725,,7.44334788,5.821,,,,,,
0.81,9.91,1930.6725,,7.44334788,5.821,,,,,,
108.98,8.53,1932.2271,,7.7045206,,,,,,,
44.39,8.53,1932.2271,,7.7045206,,,,,,,
31.91,8.53,1932.2271,,7.7045206,,,,,,,
22.79,8.53,1932.2271,,7.7045206,,,,,,,
15.6,8.53,1932.2271,,7.7045206,,,,,,,
14.04,8.53,1932.2271,,7.7045206,,,,,,,
13.42,8.53,1932.2271,,7.7045206,,,,,,,
7.37,8.53,1932.2271,,7.7045206,,,,,,,
2.95,8.53,1932.2271,,7.7045206,,,,,,,
2.57,8.53,1932.2271,,7.7045206,,,,,,,
1.24,8.53,1932.2271,,7.7045206,,,,,,,
0.43,8.53,1932.2271,,7.7045206,,,,,,,
97.18,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
43.72,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
35,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
24.47,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
16.15,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
13.92,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
11.71,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
7.09,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
2.29,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
1.5,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
1.26,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
0,9.2,1928.8942,32.6,8.17701771,5.433,,,,,,
86.69,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
46.55,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
29.9,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
20.75,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
14.66,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
13.9,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
13.84,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
7.97,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
4.97,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
2.29,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
0.45,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
0,11.62,1942.9996,32.4,8.24785313,5.596,,,,,,
80.49,13.68,1940.2762,32.3,7.79909419,5.385,,3887,80316,30734,,117932
40.24,13.68,1940.2762,32.3,7.79909419,5.385,,39026,367375,27225,,459877
24,13.68,1940.2762,32.3,7.79909419,5.385,,129249,430691,4102,,598014
20.04,13.68,1940.2762,32.3,7.79909419,5.385,,175272,116699,106,,297414
19.03,13.68,1940.2762,32.3,7.79909419,5.385,,11162,45980,160579,,226298
12.47,13.68,1940.2762,32.3,7.79909419,5.385,,28724,317053,156739,,539084
8.9,13.68,1940.2762,32.3,7.79909419,5.385,,251017,7126,7,,258373
8.36,13.68,1940.2762,32.3,7.79909419,5.385,,70350,458906,26890,,601736
3.62,13.68,1940.2762,32.3,7.79909419,5.385,,114174,162566,763,,286271
3.09,13.68,1940.2762,32.3,7.79909419,5.385,,224533,22027,52,,247462
0.87,13.68,1940.2762,32.3,7.79909419,5.385,,,,,,
0,13.68,1940.2762,32.3,7.79909419,5.385,,,,,,
80.75,15.94,1923.3143,32.5,7.79722563,6.028,,,,,,
44.46,15.94,1923.3143,32.5,7.79722563,6.028,,,,,,
